timestamp_kst,station_id,station_name,water_level_m,fw_raw,longitude,latitude,agency
2023-07-14 09:40,3011665,청주시(미호강교),4.95,685.51,127.3505556,36.6230556,기후에너지환경부
2023-07-14 09:40,3011685,세종시(미호교),2.34,856.09,127.3163889,36.5825,기후에너지환경부
2023-07-14 09:50,3011635,청주시(팔결교),4.91,666.24,127.4755556,36.7141667,기후에너지환경부
2023-07-14 09:50,3011665,청주시(미호강교),5.00,697.38,127.3505556,36.6230556,기후에너지환경부
2023-07-14 09:50,3011685,세종시(미호교),2.40,883.64,127.3163889,36.5825,기후에너지환경부
2023-07-14 10:00,3011635,청주시(팔결교),4.92,670.65,127.4755556,36.7141667,기후에너지환경부
2023-07-14 10:00,3011665,청주시(미호강교),5.06,711.71,127.3505556,36.6230556,기후에너지환경부
2023-07-14 10:00,3011685,세종시(미호교),2.45,906.82,127.3163889,36.5825,기후에너지환경부
2023-07-14 10:10,3011635,청주시(팔결교),4.93,675.07,127.4755556,36.7141667,기후에너지환경부
2023-07-14 10:10,3011665,청주시(미호강교),5.11,723.72,127.3505556,36.6230556,기후에너지환경부
2023-07-14 10:10,3011685,세종시(미호교),2.52,947.52,127.3163889,36.5825,기후에너지환경부
2023-07-14 10:20,3011635,청주시(팔결교),4.92,670.65,127.4755556,36.7141667,기후에너지환경부
2023-07-14 10:20,3011665,청주시(미호강교),5.16,735.79,127.3505556,36.6230556,기후에너지환경부
2023-07-14 10:20,3011685,세종시(미호교),2.57,976.96,127.3163889,36.5825,기후에너지환경부
2023-07-14 10:30,3011635,청주시(팔결교),4.95,683.94,127.4755556,36.7141667,기후에너지환경부
2023-07-14 10:30,3011665,청주시(미호강교),5.21,747.92,127.3505556,36.6230556,기후에너지환경부
2023-07-14 10:30,3011685,세종시(미호교),2.64,1018.71,127.3163889,36.5825,기후에너지환경부
2023-07-14 10:40,3011635,청주시(팔결교),4.95,683.94,127.4755556,36.7141667,기후에너지환경부
2023-07-14 10:40,3011665,청주시(미호강교),5.26,760.12,127.3505556,36.6230556,기후에너지환경부
2023-07-14 10:40,3011685,세종시(미호교),2.70,1054.96,127.3163889,36.5825,기후에너지환경부
2023-07-14 10:50,3011635,청주시(팔결교),4.94,679.50,127.4755556,36.7141667,기후에너지환경부
2023-07-14 10:50,3011665,청주시(미호강교),5.29,767.46,127.3505556,36.6230556,기후에너지환경부
2023-07-14 10:50,3011685,세종시(미호교),2.76,1091.65,127.3163889,36.5825,기후에너지환경부
2023-07-14 11:00,3011635,청주시(팔결교),4.95,683.94,127.4755556,36.7141667,기후에너지환경부
2023-07-14 11:00,3011665,청주시(미호강교),5.34,779.76,127.3505556,36.6230556,기후에너지환경부
2023-07-14 11:00,3011685,세종시(미호교),2.81,1122.56,127.3163889,36.5825,기후에너지환경부
2023-07-14 11:10,3011635,청주시(팔결교),4.93,675.07,127.4755556,36.7141667,기후에너지환경부
2023-07-14 11:10,3011665,청주시(미호강교),5.38,789.63,127.3505556,36.6230556,기후에너지환경부
2023-07-14 11:10,3011685,세종시(미호교),2.87,1160.03,127.3163889,36.5825,기후에너지환경부
2023-07-14 11:20,3011635,청주시(팔결교),4.89,657.45,127.4755556,36.7141667,기후에너지환경부
2023-07-14 11:20,3011665,청주시(미호강교),5.42,799.55,127.3505556,36.6230556,기후에너지환경부
2023-07-14 11:20,3011685,세종시(미호교),2.93,1197.93,127.3163889,36.5825,기후에너지환경부
2023-07-14 11:30,3011635,청주시(팔결교),4.94,679.50,127.4755556,36.7141667,기후에너지환경부
2023-07-14 11:30,3011665,청주시(미호강교),5.47,812.00,127.3505556,36.6230556,기후에너지환경부
2023-07-14 11:30,3011685,세종시(미호교),2.99,1236.25,127.3163889,36.5825,기후에너지환경부
2023-07-14 11:40,3011635,청주시(팔결교),4.94,679.50,127.4755556,36.7141667,기후에너지환경부
2023-07-14 11:40,3011665,청주시(미호강교),5.52,824.51,127.3505556,36.6230556,기후에너지환경부
2023-07-14 11:40,3011685,세종시(미호교),3.06,1281.48,127.3163889,36.5825,기후에너지환경부
2023-07-14 11:50,3011635,청주시(팔결교),4.92,670.65,127.4755556,36.7141667,기후에너지환경부
2023-07-14 11:50,3011665,청주시(미호강교),5.56,834.56,127.3505556,36.6230556,기후에너지환경부
2023-07-14 11:50,3011685,세종시(미호교),3.12,1320.69,127.3163889,36.5825,기후에너지환경부
2023-07-14 12:00,3011635,청주시(팔결교),4.94,679.50,127.4755556,36.7141667,기후에너지환경부
2023-07-14 12:00,3011665,청주시(미호강교),5.60,844.65,127.3505556,36.6230556,기후에너지환경부
2023-07-14 12:00,3011685,세종시(미호교),3.18,1360.30,127.3163889,36.5825,기후에너지환경부
2023-07-14 12:10,3011635,청주시(팔결교),4.93,675.07,127.4755556,36.7141667,기후에너지환경부
2023-07-14 12:10,3011665,청주시(미호강교),5.63,852.24,127.3505556,36.6230556,기후에너지환경부
2023-07-14 12:10,3011685,세종시(미호교),3.24,1400.32,127.3163889,36.5825,기후에너지환경부
2023-07-14 12:20,3011635,청주시(팔결교),4.93,675.07,127.4755556,36.7141667,기후에너지환경부
2023-07-14 12:20,3011665,청주시(미호강교),5.67,862.40,127.3505556,36.6230556,기후에너지환경부
2023-07-14 12:20,3011685,세종시(미호교),3.29,1433.98,127.3163889,36.5825,기후에너지환경부
2023-07-14 12:30,3011635,청주시(팔결교),4.93,675.07,127.4755556,36.7141667,기후에너지환경부
2023-07-14 12:30,3011665,청주시(미호강교),5.71,872.59,127.3505556,36.6230556,기후에너지환경부
2023-07-14 12:30,3011685,세종시(미호교),3.34,1467.91,127.3163889,36.5825,기후에너지환경부
2023-07-14 12:40,3011635,청주시(팔결교),4.92,670.65,127.4755556,36.7141667,기후에너지환경부
2023-07-14 12:40,3011665,청주시(미호강교),5.74,880.26,127.3505556,36.6230556,기후에너지환경부
2023-07-14 12:40,3011685,세종시(미호교),3.39,1502.11,127.3163889,36.5825,기후에너지환경부
2023-07-14 12:50,3011635,청주시(팔결교),4.95,683.94,127.4755556,36.7141667,기후에너지환경부
2023-07-14 12:50,3011665,청주시(미호강교),5.78,890.52,127.3505556,36.6230556,기후에너지환경부
2023-07-14 12:50,3011685,세종시(미호교),3.44,1536.58,127.3163889,36.5825,기후에너지환경부
2023-07-14 13:00,3011635,청주시(팔결교),4.94,679.50,127.4755556,36.7141667,기후에너지환경부
2023-07-14 13:00,3011665,청주시(미호강교),5.81,898.24,127.3505556,36.6230556,기후에너지환경부
2023-07-14 13:00,3011685,세종시(미호교),3.47,1557.39,127.3163889,36.5825,기후에너지환경부
2023-07-14 13:10,3011635,청주시(팔결교),4.95,683.94,127.4755556,36.7141667,기후에너지환경부
2023-07-14 13:10,3011665,청주시(미호강교),5.84,917.53,127.3505556,36.6230556,기후에너지환경부
2023-07-14 13:10,3011685,세종시(미호교),3.52,1592.29,127.3163889,36.5825,기후에너지환경부
2023-07-14 13:20,3011635,청주시(팔결교),4.93,675.07,127.4755556,36.7141667,기후에너지환경부
2023-07-14 13:20,3011665,청주시(미호강교),5.87,937.11,127.3505556,36.6230556,기후에너지환경부
2023-07-14 13:20,3011685,세종시(미호교),3.56,1620.41,127.3163889,36.5825,기후에너지환경부
2023-07-14 13:30,3011635,청주시(팔결교),4.97,692.85,127.4755556,36.7141667,기후에너지환경부
2023-07-14 13:30,3011665,청주시(미호강교),5.90,956.96,127.3505556,36.6230556,기후에너지환경부
2023-07-14 13:30,3011685,세종시(미호교),3.59,1641.60,127.3163889,36.5825,기후에너지환경부
2023-07-14 13:40,3011635,청주시(팔결교),4.96,688.39,127.4755556,36.7141667,기후에너지환경부
2023-07-14 13:40,3011665,청주시(미호강교),5.92,970.35,127.3505556,36.6230556,기후에너지환경부
2023-07-14 13:40,3011685,세종시(미호교),3.63,1670.01,127.3163889,36.5825,기후에너지환경부
2023-07-14 13:50,3011635,청주시(팔결교),5.00,706.30,127.4755556,36.7141667,기후에너지환경부
2023-07-14 13:50,3011665,청주시(미호강교),5.95,990.66,127.3505556,36.6230556,기후에너지환경부
2023-07-14 13:50,3011685,세종시(미호교),3.67,1698.59,127.3163889,36.5825,기후에너지환경부
2023-07-14 14:00,3011635,청주시(팔결교),5.02,715.31,127.4755556,36.7141667,기후에너지환경부
2023-07-14 14:00,3011665,청주시(미호강교),5.98,1011.24,127.3505556,36.6230556,기후에너지환경부
2023-07-14 14:00,3011685,세종시(미호교),3.70,1720.13,127.3163889,36.5825,기후에너지환경부
2023-07-14 14:10,3011635,청주시(팔결교),5.07,738.01,127.4755556,36.7141667,기후에너지환경부
2023-07-14 14:10,3011665,청주시(미호강교),6.01,1032.11,127.3505556,36.6230556,기후에너지환경부
2023-07-14 14:10,3011685,세종시(미호교),3.75,1756.24,127.3163889,36.5825,기후에너지환경부
2023-07-14 14:20,3011635,청주시(팔결교),5.09,747.16,127.4755556,36.7141667,기후에너지환경부
2023-07-14 14:20,3011665,청주시(미호강교),6.03,1046.17,127.3505556,36.6230556,기후에너지환경부
2023-07-14 14:20,3011685,세종시(미호교),3.79,1785.32,127.3163889,36.5825,기후에너지환경부
2023-07-14 14:30,3011635,청주시(팔결교),5.05,728.90,127.4755556,36.7141667,기후에너지환경부
2023-07-14 14:30,3011665,청주시(미호강교),6.06,1067.51,127.3505556,36.6230556,기후에너지환경부
